"airline","picture","source","author_name","author_profile","license"
"MYD","airline_pictures/MYD.jpg","https://www.flickr.com/photos/aero_icarus/5883702565/","Aero Icarus","https://www.flickr.com/photos/aero_icarus/","CC-BY-SA-2.0"
"MYI","airline_pictures/MYI.jpg","https://www.flickr.com/photos/jonpsphotos/36372796873/","Jonathan Payne","https://www.flickr.com/photos/jonpsphotos/","CC-BY-SA-2.0"
"NAC","airline_pictures/NAC.jpg","https://www.flickr.com/photos/bribri/8731092241/","BriYYZ","https://www.flickr.com/photos/bribri/","CC-BY-SA-2.0"
"NAF","airline_pictures/NAF.jpg","https://www.flickr.com/photos/markyharky/26139829051/","Mark Harkin","https://www.flickr.com/photos/markyharky/","CC-BY-2.0"
"NAX","airline_pictures/NAX.jpg","https://www.flickr.com/photos/101181388@N07/19145469825/","Jevgenijs Slihto","https://www.flickr.com/photos/101181388@N07/","CC-BY-2.0"
"NCA","airline_pictures/NCA.jpg","https://www.flickr.com/photos/129575161@N05/23305831714/","Masakatsu Ukon","https://www.flickr.com/photos/129575161@N05/","CC-BY-SA-2.0"
"NCG","airline_pictures/NCG.jpg","https://www.flickr.com/photos/ajw1970/35592993582/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
"NCT","airline_pictures/NCT.jpg","https://www.flickr.com/photos/129575161@N05/17217873912/","Masakatsu Ukon","https://www.flickr.com/photos/129575161@N05/","CC-BY-SA-2.0"
"NFA","airline_pictures/NFA.jpg","https://www.flickr.com/photos/130961247@N06/43616088884/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"NHX","airline_pictures/NHX.jpg","https://www.flickr.com/photos/16633132@N04/39900759143/","Ronnie Robertson","https://www.flickr.com/photos/16633132@N04/","CC-BY-SA-2.0"
"NIA","airline_pictures/NIA.jpg","https://www.flickr.com/photos/130961247@N06/49570110161/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"NIS","airline_pictures/NIS.jpg","https://www.flickr.com/photos/awilson154/7045752373/","Alec Wilson","https://www.flickr.com/photos/awilson154/","CC-BY-SA-2.0"
"NJE","airline_pictures/NJE.jpg","https://www.flickr.com/photos/95512093@N05/24984427945/","James","https://www.flickr.com/photos/95512093@N05/","CC-BY-SA-2.0"
"NJT","airline_pictures/NJT.jpg","https://www.flickr.com/photos/airlines470/6847271710/","ERIC SALARD","https://www.flickr.com/photos/airlines470/","CC-BY-SA-2.0"
"NKS","airline_pictures/NKS.jpg","https://www.flickr.com/photos/airlines470/49900981698/","ERIC SALARD","https://www.flickr.com/photos/airlines470/","CC-BY-SA-2.0"
"NMA","airline_pictures/NMA.jpg","https://www.flickr.com/photos/130961247@N06/49587478663/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"NMB","airline_pictures/NMB.jpg","https://www.flickr.com/photos/satransport/28230136361/","Bob Adams","https://www.flickr.com/photos/satransport/","CC-BY-SA-2.0"
"NOF","airline_pictures/NOF.jpg","https://www.flickr.com/photos/desoda/13990615468/","B Ystebo","https://www.flickr.com/photos/desoda/","CC-BY-SA-2.0"
"NOK","airline_pictures/NOK.jpg","https://www.flickr.com/photos/awilson154/22042057724/","Alec Wilson","https://www.flickr.com/photos/awilson154/","CC-BY-SA-2.0"
"NOS","airline_pictures/NOS.jpg","https://www.flickr.com/photos/riikkeary/48940839358/","Riik@mctr","https://www.flickr.com/photos/riikkeary/","CC-BY-SA-2.0"
"NPT","airline_pictures/NPT.jpg","https://www.flickr.com/photos/131806380@N05/34465702741/","Rob Hodgkins","https://www.flickr.com/photos/131806380@N05/","CC-BY-SA-2.0"
"NRL","airline_pictures/NRL.jpg","https://www.flickr.com/photos/130961247@N06/49735326787/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"NSE","airline_pictures/NSE.jpg","https://www.flickr.com/photos/awilson154/7153548297/","Alec Wilson","https://www.flickr.com/photos/awilson154/","CC-BY-SA-2.0"
"NSJ","airline_pictures/NSJ.jpg","https://www.flickr.com/photos/130961247@N06/49734728948/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"NSW","airline_pictures/NSW.jpg","https://www.flickr.com/photos/78631472@N03/49400492067/","Markus Eigenheer","https://www.flickr.com/photos/78631472@N03/","CC-BY-SA-2.0"
"NTA","airline_pictures/NTA.jpg","https://www.flickr.com/photos/cdnav8r/110350733/","Shawn","https://www.flickr.com/photos/cdnav8r/","CC-BY-SA-2.0"
"NTG","airline_pictures/NTG.jpg","https://www.flickr.com/photos/tomasdelcoro/8644037867/","Tomás Del Coro","https://www.flickr.com/photos/tomasdelcoro/","CC-BY-SA-2.0"
"NTH","airline_pictures/NTH.jpg","https://www.flickr.com/photos/kentaroiemoto/4912784511/","Kentaro IEMOTO","https://www.flickr.com/photos/kentaroiemoto/","CC-BY-SA-2.0"
"NUM","airline_pictures/NUM.jpg","https://www.flickr.com/photos/130961247@N06/38606739731/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"NVD","airline_pictures/NVD.jpg","https://www.flickr.com/photos/bribri/6705403435/","BriYYZ","https://www.flickr.com/photos/bribri/","CC-BY-SA-2.0"
"NVY","airline_pictures/NVY.jpg","https://www.flickr.com/photos/24874528@N04/22524869446/","Airwolfhound","https://www.flickr.com/photos/24874528@N04/","CC-BY-SA-2.0"
"NWG","airline_pictures/NWG.jpg","https://www.flickr.com/photos/ajw1970/43921485785/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
"NWK","airline_pictures/NWK.jpg","https://www.flickr.com/photos/jordanvuong/5936256919/","Jordan Vuong","https://www.flickr.com/photos/jordanvuong/","CC-BY-2.0"
"NWS","airline_pictures/NWS.jpg","https://www.flickr.com/photos/130961247@N06/33770258133/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"NYT","airline_pictures/NYT.jpg","https://www.flickr.com/photos/shicks/2473389789/","Steve Hicks","https://www.flickr.com/photos/shicks/","CC-BY-2.0"
"NYX","airline_pictures/NYX.jpg","https://www.flickr.com/photos/16633132@N04/48121036598/","Ronnie Robertson","https://www.flickr.com/photos/16633132@N04/","CC-BY-SA-2.0"
"NZM","airline_pictures/NZM.jpg","https://www.flickr.com/photos/umedhairesha/8994282457/","Umedha Shanka Indranath Hettigoda","https://www.flickr.com/photos/umedhairesha/","CC-BY-SA-2.0"
"OAE","airline_pictures/OAE.jpg","https://www.flickr.com/photos/163798607@N08/49711026617/","Dylan T","https://www.flickr.com/photos/163798607@N08/","CC-BY-2.0"
"OAL","airline_pictures/OAL.jpg","https://www.flickr.com/photos/130961247@N06/49561290281/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"OAV","airline_pictures/OAV.jpg","https://www.flickr.com/photos/ljm-manchester/9381521320/","Liam McManus","https://www.flickr.com/photos/ljm-manchester/","CC-BY-ND-2.0"
"OHY","airline_pictures/OHY.jpg","https://www.flickr.com/photos/airlines470/16362679171/","ERIC SALARD","https://www.flickr.com/photos/airlines470/","CC-BY-SA-2.0"
"OKA","airline_pictures/OKA.jpg","https://www.flickr.com/photos/byeangel/11565505646/","byeangel","https://www.flickr.com/photos/byeangel/","CC-BY-SA-2.0"
"OLY","airline_pictures/OLY.jpg","https://www.flickr.com/photos/130961247@N06/43153469561/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"OMA","airline_pictures/OMA.jpg","https://www.flickr.com/photos/ajw1970/31283411877/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
"OMS","airline_pictures/OMS.jpg","https://www.flickr.com/photos/130961247@N06/49570110421/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"ORC","airline_pictures/ORC.jpg","https://www.flickr.com/photos/sjbyles/7163492781/","Steven Byles","https://www.flickr.com/photos/sjbyles/","CC-BY-SA-2.0"
"ORF","airline_pictures/ORF.jpg","https://www.flickr.com/photos/33465428@N02/5141158696/","Dean Morley","https://www.flickr.com/photos/33465428@N02/","CC-BY-ND-2.0"
"ORZ","airline_pictures/ORZ.jpg","https://www.flickr.com/photos/awilson154/17506875720/","Alec Wilson","https://www.flickr.com/photos/awilson154/","CC-BY-SA-2.0"
"OVA","airline_pictures/OVA.jpg","https://www.flickr.com/photos/jbarcena/49666079536/","jbarcena","https://www.flickr.com/photos/jbarcena/","CC-BY-ND-2.0"
"PAC","airline_pictures/PAC.jpg","https://www.flickr.com/photos/129575161@N05/30653215404/","Masakatsu Ukon","https://www.flickr.com/photos/129575161@N05/","CC-BY-SA-2.0"
"PAL","airline_pictures/PAL.jpg","https://www.flickr.com/photos/ajw1970/45324335885/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
"PBD","airline_pictures/PBD.jpg","https://www.flickr.com/photos/130961247@N06/27289522298/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"PCO","airline_pictures/PCO.jpg","https://www.flickr.com/photos/wiltshirespotter/21145826063/","Pete Webber","https://www.flickr.com/photos/wiltshirespotter/","CC-BY-SA-2.0"
"PDT","airline_pictures/PDT.jpg","https://www.flickr.com/photos/aero_icarus/8480670302/","Aero Icarus","https://www.flickr.com/photos/aero_icarus/","CC-BY-SA-2.0"
"PEA","airline_pictures/PEA.jpg","https://www.flickr.com/photos/ajw1970/7404370326/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
"PFZ","airline_pictures/PFZ.jpg","https://www.flickr.com/photos/satransport/41225578202/","Bob Adams","https://www.flickr.com/photos/satransport/","CC-BY-SA-2.0"
"PGT","airline_pictures/PGT.jpg","https://www.flickr.com/photos/130961247@N06/40717236050/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"PHE","airline_pictures/PHE.jpg","https://www.flickr.com/photos/awilson154/13988648182/","Alec Wilson","https://www.flickr.com/photos/awilson154/","CC-BY-SA-2.0"
"PIA","airline_pictures/PIA.jpg","https://www.flickr.com/photos/129575161@N05/26226786143/","Masakatsu Ukon","https://www.flickr.com/photos/129575161@N05/","CC-BY-SA-2.0"
"PIU","airline_pictures/PIU.jpg","https://www.flickr.com/photos/satransport/24652451495/","Bob Adams","https://www.flickr.com/photos/satransport/","CC-BY-SA-2.0"
"PJS","airline_pictures/PJS.jpg","https://www.flickr.com/photos/awilson154/12241196246/","Alec Wilson","https://www.flickr.com/photos/awilson154/","CC-BY-SA-2.0"
"PJZ","airline_pictures/PJZ.jpg","https://www.flickr.com/photos/130961247@N06/42525377131/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"PLF","airline_pictures/PLF.jpg","https://www.flickr.com/photos/cooke1/8029369364/","Colin Cooke Photo","https://www.flickr.com/photos/cooke1/","CC-BY-ND-2.0"
"PLM","airline_pictures/PLM.jpg","https://www.flickr.com/photos/130961247@N06/42473414532/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"PNX","airline_pictures/PNX.jpg","https://www.flickr.com/photos/130961247@N06/49734620346/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"PNY","airline_pictures/PNY.jpg","https://www.flickr.com/photos/ajw1970/12072280306/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
"PRG","airline_pictures/PRG.jpg","https://www.flickr.com/photos/78631472@N03/18231868573/","Markus Eigenheer","https://www.flickr.com/photos/78631472@N03/","CC-BY-SA-2.0"
"PSC","airline_pictures/PSC.jpg","https://www.flickr.com/photos/wiltshirespotter/14127948553/","Pete Webber","https://www.flickr.com/photos/wiltshirespotter/","CC-BY-SA-2.0"
"PST","airline_pictures/PST.jpg","https://www.flickr.com/photos/awilson154/6915716878/","Alec Wilson","https://www.flickr.com/photos/awilson154/","CC-BY-SA-2.0"
"PUE","airline_pictures/PUE.jpg","https://www.flickr.com/photos/riikkeary/48479495271/","Riik@mctr","https://www.flickr.com/photos/riikkeary/","CC-BY-SA-2.0"
"PVG","airline_pictures/PVG.jpg","https://www.flickr.com/photos/riikkeary/48453683062/","Riik@mctr","https://www.flickr.com/photos/riikkeary/","CC-BY-SA-2.0"
"PYA","airline_pictures/PYA.jpg","https://www.flickr.com/photos/papasdos/33244523700/","Papas Dos","https://www.flickr.com/photos/papasdos/","CC-BY-2.0"
"QAF","airline_pictures/QAF.jpg","https://www.flickr.com/photos/byeangel/15658547039/","byeangel","https://www.flickr.com/photos/byeangel/","CC-BY-SA-2.0"
"QDA","airline_pictures/QDA.jpg","https://www.flickr.com/photos/nickraider/43434427020/","Oliver Holzbauer","https://www.flickr.com/photos/nickraider/","CC-BY-SA-2.0"
"QFA","airline_pictures/QFA.jpg","https://www.flickr.com/photos/oo-luc_aircraft_archive/49669019813/","LV Aircraft Photography","https://www.flickr.com/photos/oo-luc_aircraft_archive/","CC-BY-ND-2.0"
"QGA","airline_pictures/QGA.jpg","https://www.flickr.com/photos/95512093@N05/38634901591/","James","https://www.flickr.com/photos/95512093@N05/","CC-BY-SA-2.0"
"QLK","airline_pictures/QLK.jpg","https://www.flickr.com/photos/aero_icarus/7819160468/","Aero Icarus","https://www.flickr.com/photos/aero_icarus/","CC-BY-SA-2.0"
"QNR","airline_pictures/QNR.jpg","https://www.flickr.com/photos/95512093@N05/28195327209/","James","https://www.flickr.com/photos/95512093@N05/","CC-BY-SA-2.0"
"QQE","airline_pictures/QQE.jpg","https://www.flickr.com/photos/awilson154/16812226385/","Alec Wilson","https://www.flickr.com/photos/awilson154/","CC-BY-SA-2.0"
"QSM","airline_pictures/QSM.jpg","https://www.flickr.com/photos/44400809@N07/27866292970/","Dmitry Terekhov","https://www.flickr.com/photos/44400809@N07/","CC-BY-SA-2.0"
"QTR","airline_pictures/QTR.jpg","https://www.flickr.com/photos/airlines470/24559375064/","ERIC SALARD","https://www.flickr.com/photos/airlines470/","CC-BY-SA-2.0"
"QUE","airline_pictures/QUE.jpg","https://www.flickr.com/photos/bribri/8201681270/","BriYYZ","https://www.flickr.com/photos/bribri/","CC-BY-SA-2.0"
"QXE","airline_pictures/QXE.jpg","https://www.flickr.com/photos/airlines470/17321072605/","ERIC SALARD","https://www.flickr.com/photos/airlines470/","CC-BY-SA-2.0"
"RAM","airline_pictures/RAM.jpg","https://www.flickr.com/photos/ajw1970/49859544093/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
"RBA","airline_pictures/RBA.jpg","https://www.flickr.com/photos/byeangel/13383254944/","byeangel","https://www.flickr.com/photos/byeangel/","CC-BY-SA-2.0"
"RBB","airline_pictures/RBB.jpg","https://www.flickr.com/photos/tagsplanepics-lhr/5498419681/","John Taggart","https://www.flickr.com/photos/tagsplanepics-lhr/","CC-BY-SA-2.0"
"RBG","airline_pictures/RBG.jpg","https://www.flickr.com/photos/130961247@N06/43468171504/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"RDA","airline_pictures/RDA.jpg","https://www.flickr.com/photos/dylan33/49657533373/","Dylan Agbagni","https://www.flickr.com/photos/dylan33/","CC0-1.0"
"REU","airline_pictures/REU.jpg","https://www.flickr.com/photos/awilson154/22047162675/","Alec Wilson","https://www.flickr.com/photos/awilson154/","CC-BY-SA-2.0"
"RFR","airline_pictures/RFR.jpg","https://www.flickr.com/photos/130961247@N06/26732387801/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"RGE","airline_pictures/RGE.jpg","https://www.flickr.com/photos/24056116@N07/8535557922/","Björn","https://www.flickr.com/photos/24056116@N07/","CC-BY-SA-2.0"
"RGN","airline_pictures/RGN.jpg","https://www.flickr.com/photos/awilson154/18182648693/","Alec Wilson","https://www.flickr.com/photos/awilson154/","CC-BY-SA-2.0"
"RIH","airline_pictures/RIH.jpg","https://www.flickr.com/photos/130961247@N06/25082761017/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"RJA","airline_pictures/RJA.jpg","https://www.flickr.com/photos/nickraider/25822396630/","Oliver Holzbauer","https://www.flickr.com/photos/nickraider/","CC-BY-SA-2.0"
"RJZ","airline_pictures/RJZ.jpg","https://www.flickr.com/photos/lynothehammer/46106835155/","Steve Lynes","https://www.flickr.com/photos/lynothehammer/","CC-BY-2.0"
"RKS","airline_pictures/RKS.jpg","https://www.flickr.com/photos/airlines470/48009227708/","ERIC SALARD","https://www.flickr.com/photos/airlines470/","CC-BY-SA-2.0"
"RLU","airline_pictures/RLU.jpg","https://www.flickr.com/photos/130961247@N06/41120565222/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"RLX","airline_pictures/RLX.jpg","https://www.flickr.com/photos/10milefinal23right/36133877871/","Gary Shaw","https://www.flickr.com/photos/10milefinal23right/","CC-BY-SA-2.0"
"RMF","airline_pictures/RMF.jpg","https://www.flickr.com/photos/awilson154/16860734832/","Alec Wilson","https://www.flickr.com/photos/awilson154/","CC-BY-SA-2.0"
"RNA","airline_pictures/RNA.jpg","https://www.flickr.com/photos/aero_icarus/6260113937/","Aero Icarus","https://www.flickr.com/photos/aero_icarus/","CC-BY-SA-2.0"
"ROF","airline_pictures/ROF.jpg","https://www.flickr.com/photos/lynothehammer/48381584167/","Steve Lynes","https://www.flickr.com/photos/lynothehammer/","CC-BY-2.0"
"ROI","airline_pictures/ROI.jpg","https://www.flickr.com/photos/airlines470/49731680753/","ERIC SALARD","https://www.flickr.com/photos/airlines470/","CC-BY-SA-2.0"
"ROJ","airline_pictures/ROJ.jpg","https://www.flickr.com/photos/95512093@N05/46836193745/","James","https://www.flickr.com/photos/95512093@N05/","CC-BY-SA-2.0"
"RON","airline_pictures/RON.jpg","https://www.flickr.com/photos/awilson154/15779182978/","Alec Wilson","https://www.flickr.com/photos/awilson154/","CC-BY-SA-2.0"
"ROP","airline_pictures/ROP.jpg","https://www.flickr.com/photos/130961247@N06/49065396018/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"ROT","airline_pictures/ROT.jpg","https://www.flickr.com/photos/130961247@N06/43482417400/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"RPA","airline_pictures/RPA.jpg","https://www.flickr.com/photos/63366024@N00/3182949693/","Cory W. Watts","https://www.flickr.com/photos/63366024@N00/","CC-BY-SA-2.0"
"RPB","airline_pictures/RPB.jpg","https://www.flickr.com/photos/aero_icarus/8399553482/","Aero Icarus","https://www.flickr.com/photos/aero_icarus/","CC-BY-SA-2.0"
"RRV","airline_pictures/RRV.jpg","https://www.flickr.com/photos/kitmasterbloke/31335568437/","kitmasterbloke","https://www.flickr.com/photos/kitmasterbloke/","CC-BY-2.0"
"RSD","airline_pictures/RSD.jpg","https://www.flickr.com/photos/130961247@N06/40267662395/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"RSF","airline_pictures/RSF.jpg","https://www.flickr.com/photos/trevorhannant/13954415351/","Trevor Hannant","https://www.flickr.com/photos/trevorhannant/","CC-BY-SA-2.0"
"RSJ","airline_pictures/RSJ.jpg","https://www.flickr.com/photos/papasdos/34150355463/","Papas Dos","https://www.flickr.com/photos/papasdos/","CC-BY-2.0"
"RSK","airline_pictures/RSK.jpg","https://www.flickr.com/photos/95512093@N05/48314881172/","James","https://www.flickr.com/photos/95512093@N05/","CC-BY-SA-2.0"
"RTU","airline_pictures/RTU.jpg","https://www.flickr.com/photos/mattmurf/310660115/","Matt Murphy","https://www.flickr.com/photos/mattmurf/","CC-BY-2.0"
"RUC","airline_pictures/RUC.jpg","https://www.flickr.com/photos/aero_icarus/4794062375/","Aero Icarus","https://www.flickr.com/photos/aero_icarus/","CC-BY-SA-2.0"
"RVR","airline_pictures/RVR.jpg","https://www.flickr.com/photos/95512093@N05/40868166473/","James","https://www.flickr.com/photos/95512093@N05/","CC-BY-SA-2.0"
"RWD","airline_pictures/RWD.jpg","https://www.flickr.com/photos/130961247@N06/49585240193/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"RXA","airline_pictures/RXA.jpg","https://www.flickr.com/photos/awilson154/16030094783/","Alec Wilson","https://www.flickr.com/photos/awilson154/","CC-BY-SA-2.0"
"RYA","airline_pictures/RYA.jpg","https://www.flickr.com/photos/jeroenstroesphotography/42206597210/","Jeroen Stroes Aviation Photography","https://www.flickr.com/photos/jeroenstroesphotography/","CC-BY-2.0"
"RYR","airline_pictures/RYR.jpg","https://www.flickr.com/photos/130961247@N06/30762789035/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"RZO","airline_pictures/RZO.jpg","https://www.flickr.com/photos/bribri/40599743781/","BriYYZ","https://www.flickr.com/photos/bribri/","CC-BY-SA-2.0"
"SAA","airline_pictures/SAA.jpg","https://www.flickr.com/photos/byeangel/13467187143/","byeangel","https://www.flickr.com/photos/byeangel/","CC-BY-SA-2.0"
"SAF","airline_pictures/SAF.jpg","https://www.flickr.com/photos/sjbyles/8260074629/","Steven Byles","https://www.flickr.com/photos/sjbyles/","CC-BY-SA-2.0"
"SAS","airline_pictures/SAS.jpg","https://www.flickr.com/photos/ajw1970/49571463902/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
"SAT","airline_pictures/SAT.jpg","https://www.flickr.com/photos/aero_icarus/5939516773/","Aero Icarus","https://www.flickr.com/photos/aero_icarus/","CC-BY-SA-2.0"
"SAY","airline_pictures/SAY.jpg","https://www.flickr.com/photos/130961247@N06/44756756055/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"SAZ","airline_pictures/SAZ.jpg","https://www.flickr.com/photos/aero_icarus/4443550335/","Aero Icarus","https://www.flickr.com/photos/aero_icarus/","CC-BY-SA-2.0"
"SBI","airline_pictures/SBI.jpg","https://www.flickr.com/photos/130961247@N06/39354294290/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"SBK","airline_pictures/SBK.jpg","https://www.flickr.com/photos/satransport/14745151475/","Bob Adams","https://www.flickr.com/photos/satransport/","CC-BY-SA-2.0"
"SBS","airline_pictures/SBS.jpg","https://www.flickr.com/photos/tomasdelcoro/8511019096/","Tomás Del Coro","https://www.flickr.com/photos/tomasdelcoro/","CC-BY-SA-2.0"
"SBU","airline_pictures/SBU.jpg","https://www.flickr.com/photos/aero_icarus/7988394539/","Aero Icarus","https://www.flickr.com/photos/aero_icarus/","CC-BY-SA-2.0"
"SCR","airline_pictures/SCR.jpg","https://www.flickr.com/photos/130961247@N06/39240418785/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"SCW","airline_pictures/SCW.jpg","https://www.flickr.com/photos/ajw1970/49671109137/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
"SCX","airline_pictures/SCX.jpg","https://www.flickr.com/photos/tomasdelcoro/4628233219/","Tomás Del Coro","https://www.flickr.com/photos/tomasdelcoro/","CC-BY-SA-2.0"
"SDM","airline_pictures/SDM.jpg","https://www.flickr.com/photos/oliviercabaret/48196609601/","Оливе КАБАРЭ","https://www.flickr.com/photos/oliviercabaret/","CC-BY-2.0"
"SEH","airline_pictures/SEH.jpg","https://www.flickr.com/photos/airlines470/13895742489/","ERIC SALARD","https://www.flickr.com/photos/airlines470/","CC-BY-SA-2.0"
"SEJ","airline_pictures/SEJ.jpg","https://www.flickr.com/photos/jonpsphotos/44739290200/","Jonathan Payne","https://www.flickr.com/photos/jonpsphotos/","CC-BY-SA-2.0"
"SEK","airline_pictures/SEK.jpg","https://www.flickr.com/photos/nickraider/35911390611/","Oliver Holzbauer","https://www.flickr.com/photos/nickraider/","CC-BY-SA-2.0"
"SET","airline_pictures/SET.jpg","https://www.flickr.com/photos/ajw1970/15419443923/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
"SEY","airline_pictures/SEY.jpg","https://www.flickr.com/photos/byeangel/13448695105/","byeangel","https://www.flickr.com/photos/byeangel/","CC-BY-SA-2.0"
"SFJ","airline_pictures/SFJ.jpg","https://www.flickr.com/photos/kentaroiemoto/7862920926/","Kentaro IEMOTO","https://www.flickr.com/photos/kentaroiemoto/","CC-BY-SA-2.0"
"SFS","airline_pictures/SFS.jpg","https://www.flickr.com/photos/131806380@N05/17189041971/","Rob Hodgkins","https://www.flickr.com/photos/131806380@N05/","CC-BY-SA-2.0"
"SGD","airline_pictures/SGD.jpg","https://www.flickr.com/photos/aero_icarus/6069449502/","Aero Icarus","https://www.flickr.com/photos/aero_icarus/","CC-BY-SA-2.0"
"SGL","airline_pictures/SGL.jpg","https://www.flickr.com/photos/seabirdnz/31587156558/","Ben","https://www.flickr.com/photos/seabirdnz/","CC-BY-ND-2.0"
"SHJ","airline_pictures/SHJ.jpg","https://www.flickr.com/photos/78631472@N03/40935957333/","Markus Eigenheer","https://www.flickr.com/photos/78631472@N03/","CC-BY-SA-2.0"
"SIA","airline_pictures/SIA.jpg","https://www.flickr.com/photos/riikkeary/49159313138/","Riik@mctr","https://www.flickr.com/photos/riikkeary/","CC-BY-SA-2.0"
"SID","airline_pictures/SID.jpg","https://www.flickr.com/photos/75329842@N02/9572859556/","Williamviper","https://www.flickr.com/photos/75329842@N02/","CC-BY-SA-2.0"
"SIL","airline_pictures/SIL.jpg","https://www.flickr.com/photos/prayitnophotography/14286593910/","Prayitno","https://www.flickr.com/photos/prayitnophotography/","CC-BY-2.0"
"SJO","airline_pictures/SJO.jpg","https://www.flickr.com/photos/ajw1970/48523287771/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
"SJT","airline_pictures/SJT.jpg","https://www.flickr.com/photos/aero_icarus/7003434819/","Aero Icarus","https://www.flickr.com/photos/aero_icarus/","CC-BY-SA-2.0"
"SJY","airline_pictures/SJY.jpg","https://www.flickr.com/photos/turkhavakancolle/43854547635/","馬鱈作定 | バタラサクティ","https://www.flickr.com/photos/turkhavakancolle/","CC0-1.0"
"SKP","airline_pictures/SKP.jpg","https://www.flickr.com/photos/awilson154/16111848135/","Alec Wilson","https://www.flickr.com/photos/awilson154/","CC-BY-SA-2.0"
"SKU","airline_pictures/SKU.jpg","https://www.flickr.com/photos/flissphil/5298992741/","Phillip Capper","https://www.flickr.com/photos/flissphil/","CC-BY-2.0"
"SKV","airline_pictures/SKV.jpg","https://www.flickr.com/photos/bribri/24161187785/","BriYYZ","https://www.flickr.com/photos/bribri/","CC-BY-SA-2.0"
"SKW","airline_pictures/SKW.jpg","https://www.flickr.com/photos/cb-aviation-photography/31686278788/","Colin Brown Photography","https://www.flickr.com/photos/cb-aviation-photography/","CC-BY-2.0"
"SKY","airline_pictures/SKY.jpg","https://www.flickr.com/photos/ajw1970/49034747693/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
"SKZ","airline_pictures/SKZ.jpg","https://www.flickr.com/photos/awilson154/33518742510/","Alec Wilson","https://www.flickr.com/photos/awilson154/","CC-BY-SA-2.0"
"SLI","airline_pictures/SLI.jpg","https://www.flickr.com/photos/ajw1970/25646999102/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
